price,area_m2,bedrooms,bathrooms,vagas,endereco,description
370000,85,3,2,2,"Rua Bogotá, Maraponga","QUARI RESIDENCE APARTAMENTO NA PARANGABA FORTALEZA/CEEscolher o lugar onde se deve morar nem sempre é uma tarefa fácil.Felizmente, a inov9 imóveis traz a você uma opção..."
1300000,158,3,2,2,"Avenida Desembargador Moreira, Aldeota",================FORTALEZA ===============TRIUNFO IMÓVEIS - FORTALEZASomos correspondentes de todos os bancos.Aprovamos seu crédito em até 48h.Menor taxa do...
330000,64,3,1,1,"Rua Professor Anacleto, Parquelândia","Ótimo apartamento na Parquelandia com 105,87m² de área total. Com cozinha, copa, banheiro de empregada, sala, banheiro social, 03 quartos, sendo 01 suíte e 02 vagas de garagem. Loc..."
580000,75,3,3,1,"Rua Antônio Augusto, Meireles","Apartamento com 75m², 3 quartos, sendo 2 suítes, ampla varanda, a poucos metros da praia de Iracema e da Beira Mar, dois dos principais pontos turísticos da cidade e onde se concen..."
410000,58,2,2,1,"Rua João Carvalho, Aldeota","NASCENTE | PRÉDIO SEMI NOVOPróximo a Colégios, Bancos, Supermercados, Postos de Gasolina e Clinicas.O APARTAMENTO:Área Privativa de 58 m² com 02 Quartos (Se..."
210000,63,3,2,1,"Rua Vicente Padilha, Vila União",
490000,142,3,3,2,"Rua Francisco Farias Filho, Edson Queiroz","3 quartos sendo 2 suítes, lavabo, armários, sala em granito, área serviço, despensa, DCE, piso cerâmica, blindex, 2 vagas, fitness, 2 elevadores, água individual, central gás, gera..."
290000,64,2,1,1,"Rua Magnólia, Serrinha",Apartamento 2 quarto(s) - Serrinha
275000,65,3,3,1,"Avenida Ministro José Américo, Cambeba","Excelente apartamento com 3 quartos (01 suíte master) 1 WC de serviço e 1 WC social, no Cambeba, próximo ao Centro Administrativo do Estado. No melhor do Cambeba, com salão de fest..."
280000,64,3,2,2,"Avenida Sargento Hermínio Sampaio, Monte Castelo","Apartamento com 64m², 3 Quartos (sendo 01 suite), Sala Estar/Jantar, Cozinha com armários, Varanda, Wc Social, 2 Vagas de Garagem. Play Ground, Piscina Adulto, Piscina Infatil, Par..."
489000,90,3,3,2,"Fátima, Fortaleza",O prédio conta comPiscina adulto e infantilAcademiaSaunaEspaço gourmetSalão de festasBrinquedotecaSalão de belezaAteliê de artesSalão de jogos
710000,105,3,3,2,"Rua Doutor José Lino, Varjota","Excelente apartamento na Varjota, andar alto, ótima localização, próximo a escolas, supermercados, panificadoras, acadêmia, bares e restaurantes. com 03 quartos sendo 02 suítes, am..."
220360,58,3,2,2,"Passaré, Fortaleza","APARTAMENTOS NO PASSARÉ RESERVA DOS IPÊSAlém das belas praias e atrações históricas, Fortaleza também tem várias áreas com muita natureza e que estão espalhadas pela capital. O Pas..."
379999,91,3,3,2,"Rua Ministro Eduardo Ellery Barreira, Fortaleza","Condomínio Giardino Di Capri - R. Min. Eduardo Ellery Barreira, 29 - Patriolino Ribeiro- 3 quartos sendo 2 suítes- 3 banheiros- 2 vagas- Elevador- Aceita Fi..."
530000,90,3,3,2,"Fátima, Fortaleza","lindo apartamento projetado no bairro de fatima, sendp 02 torres com area de lazer completissima, com 90m2, 03 dormitorios, 02 suites, 01 wc social, sala 02 ambientes com varanda e..."
730000,132,3,5,3,"Rua Monsenhor Catão, Aldeota","Apartamento com 132 m² no bairro Aldeota .Nascente Total, varanda, 3 Suítes ( Uma Reversível ), dependência completa de emoregada. 3 Vagas de Garagem. Área de lazer completa.Agende..."
140000,42,2,1,1,"Rua B, Engenheiro Luciano Cavalcante","Apartamento no Condomínio Forte Iracema na Messejana, com 42 m², com 2 quartos, sala, cozinha, banheiro, área de serviço e 1 vaga de garagem.Condomínio com área de lazer comple..."
616000,115,4,4,3,"Rua Firmino Rocha Águiar, Guararapes","Condominio Via Monteverdi - R. Firmino Rocha Águiar, 650 - Patriolino Ribeiro- 3 suítes + DCE- 4 banheiros- 3 vagas- Lazer Completo- ElevadorAgende..."
260000,102,3,3,1,"Rua Ildefonso Albano, Joaquim Tavora","Lindo Apartamento no Joaquim Tavora, a um quarteirão da Av. Antonio Sales, proximo ao Ginasio Paulo Sarazarte, bem localizado, bem conservado, frente para sombra, facil acesso ao c..."
629000,98,3,3,2,"Rua Auristela Maia Farias, Engenheiro Luciano Cavalcante","Apartamento à Venda 98,23m² - 3 Quartos - 2 Vagas na garagemRENATA CONDOMÍNIO PARQUERenata Condominium Parque – Apartamentos no Luciano Cavalcante Venha morar no me..."
220000,56,3,2,1,"Rua Doutor Rodrigo Codes Sandoval, Mondubim","O apartamento térreo que está localizado no bairro Maraponga com 56 metros quadrados com 3 quartos sendo 1 suite e 2 banheirosPossui área verde de jardim, playground, salão par..."
1080000,120,3,4,3,"Rua João Cordeiro, Praia de Iracema",Apartamento a venda na aldeota 3 suites 3 vagasVILLA TOSCANAVilla Toscana – Apartamentos a venda na Aldeota [ Villa Toscana – Apartamentos a venda na Aldeota ] – Que ta...
768808,119,3,5,2,"Rua Luiza Miranda Coelho, Engenheiro Luciano Cavalcante","(ELI)TR41818.Apartamento à venda no Luciano Cavalcante 119,46m², 3 Suites, DCE, Lavabo, 2 ou 3 vagas Venha morar no melhor do Luciano Cavalcante próximo de tudo que você sempre..."
695000,138,3,4,2,"Rua Leonardo Mota, Aldeota","Apartamento no Meireles com 3 quartos, sendo 3 suites, lavabo, área de serviço, dce, sala 2 ambientes, varanda, 2 vagas de garagem.Documentação ok."
280000,77,2,2,1,"Rua Joaquim Nabuco, Meireles","# nascente, 77m², 2 salas, 2 quartos (suíte), WC,# elevador, decorado, piso diferenciado.# na rua Joaquim Nabuco, próximo ao Del Paseo.# no eixo dos principais shopping..."
331221,57,2,1,2,"Benfica, Fortaleza","Empreendimento no centro do bairro Benfica com área privativa de 56,66 m², 02 quartos sendo 01 suíte, wc social, varanda, 02 vagas de garagem. Completa e ampla área de lazer, regiã..."
595000,95,3,3,2,"Rua Evaristo da Veiga, Parque Iracema",Uma oportunidade incomparável!!Venha morar com todo requinte no complexo Parque Del Sol!03 suítes sendo a master com jacuzzi na varanda (nas unidades de 126m²) e varanda go...
380000,118,3,2,2,"Avenida Rogaciano Leite, Guararapes","2 VAGAS GARAGEM, 1 QUARTO(S), 2 SUÍTES,SALA,COZINHA,ÁREA DE SERVIÇO, CONDOMINIO 900, 2 ELEVADORES EM CONDOMINIO, 2 VAGAS GARAGEM EM CONDOMINIO"
200000,60,3,2,1,"Bela Vista, Fortaleza","Excelente apartamento, todo reformado. Localização de fácil acesso as principais vias de Fortaleza."
260000,73,3,2,1,"Messejana, Fortaleza","Apartamento com 3 quartos, 73 m² de área, com 1 ou 2 vagas (consultar corretor) varanda estendida, andar alto, super ventilado, co área de lazer completa, no condomínio San Gabriel..."
450000,109,3,3,2,"Cocó, Fortaleza","Apartamento no Cocó, próximo ao Riomar, 108,90m², 3 dormitórios sendo 1 suite, ampla sala, DCE, 2 vagas paralelas, perto de todas as comodidades modernas, aceita financiamento. Lig..."
160000,55,2,1,1,"Rua Capitão Nestor Góis, Vila Ellery","Imóvel novo com 2quartos e 1 vagaLazer com deck, churrasqueira, salão festas, parquinho infantil e portaria 24 horasAceita financiamento Caixa"
650000,90,3,2,2,"Rua Cláudio Manuel Dias Leite, Guararapes",Apartamento 3 quarto(s) - Guararapes
550000,177,3,4,2,"Rua Barbosa de Freitas, Meireles","Apartamento, MEIRELES, viz. Shopping Del Paseo-177m².-3 suítes, sala, varanda, estar íntimo, gabinete, lavabo, cozinha, despensa, área de serviço e dependência completa..."
110000,70,3,2,1,"Rua Cidade Ecológica, Edson Queiroz","O apartamento no bairro Edson Queiroz, 70 m² , transporte na porta, fácil acesso a W. Soares, próximo a faculdades, Colégios Shoppings com 3 quartos e wc social , sala para 2 ambie..."
768710,81,3,2,2,"Rua João Cordeiro, Aldeota","APARTAMENTO NOVO, PARA VOCÊQUE QUER VIVER BEM! REF: 9934 Apartamento de 80,60 m², 3quartos, sendo 01, varanda, sala de janta/estar, cozinha americana, á..."
120000,84,3,2,1,"Rua Tibúrcio Pereira, Cajazeiras","Apartamento a venda muito bem localizado e todo reformado e projetado, com 3 quartos, 2 banheiros, sala com 2 ambientes, cozinha e área de serviço. -"
260000,102,3,3,1,"Rua Ildefonso Albano, Joaquim Tavora","Lindo Apartamento no Joaquim Tavora, a um quarteirão da Av. Antonio Sales, proximo ao Ginasio Paulo Sarazarte, bem localizado, bem conservado, frente para sombra, facil acesso ao c..."
629000,98,3,3,2,"Rua Auristela Maia Farias, Engenheiro Luciano Cavalcante","Apartamento à Venda 98,23m² - 3 Quartos - 2 Vagas na garagemRENATA CONDOMÍNIO PARQUERenata Condominium Parque – Apartamentos no Luciano Cavalcante Venha morar no me..."
220000,56,3,2,1,"Rua Doutor Rodrigo Codes Sandoval, Mondubim","O apartamento térreo que está localizado no bairro Maraponga com 56 metros quadrados com 3 quartos sendo 1 suite e 2 banheirosPossui área verde de jardim, playground, salão par..."
1080000,120,3,4,3,"Rua João Cordeiro, Praia de Iracema",Apartamento a venda na aldeota 3 suites 3 vagasVILLA TOSCANAVilla Toscana – Apartamentos a venda na Aldeota [ Villa Toscana – Apartamentos a venda na Aldeota ] – Que ta...
768808,119,3,5,2,"Rua Luiza Miranda Coelho, Engenheiro Luciano Cavalcante","(ELI)TR41818.Apartamento à venda no Luciano Cavalcante 119,46m², 3 Suites, DCE, Lavabo, 2 ou 3 vagas Venha morar no melhor do Luciano Cavalcante próximo de tudo que você sempre..."
695000,138,3,4,2,"Rua Leonardo Mota, Aldeota","Apartamento no Meireles com 3 quartos, sendo 3 suites, lavabo, área de serviço, dce, sala 2 ambientes, varanda, 2 vagas de garagem.Documentação ok."
280000,77,2,2,1,"Rua Joaquim Nabuco, Meireles","# nascente, 77m², 2 salas, 2 quartos (suíte), WC,# elevador, decorado, piso diferenciado.# na rua Joaquim Nabuco, próximo ao Del Paseo.# no eixo dos principais shopping..."
331221,57,2,1,2,"Benfica, Fortaleza","Empreendimento no centro do bairro Benfica com área privativa de 56,66 m², 02 quartos sendo 01 suíte, wc social, varanda, 02 vagas de garagem. Completa e ampla área de lazer, regiã..."
595000,95,3,3,2,"Rua Evaristo da Veiga, Parque Iracema",Uma oportunidade incomparável!!Venha morar com todo requinte no complexo Parque Del Sol!03 suítes sendo a master com jacuzzi na varanda (nas unidades de 126m²) e varanda go...
793000,79,3,3,2,"Rua Monsenhor Bruno, Meireles",Blue ResidenceViver com tudo Blue é mais do que viver com qualidade de vida. Viver com tudo Blue é um estado de espírito. Porque o azul tem um simbolismo muito presente na...
380000,118,3,2,2,"Avenida Rogaciano Leite, Guararapes","2 VAGAS GARAGEM, 1 QUARTO(S), 2 SUÍTES,SALA,COZINHA,ÁREA DE SERVIÇO, CONDOMINIO 900, 2 ELEVADORES EM CONDOMINIO, 2 VAGAS GARAGEM EM CONDOMINIO"
200000,60,3,2,1,"Bela Vista, Fortaleza","Excelente apartamento, todo reformado. Localização de fácil acesso as principais vias de Fortaleza."
260000,73,3,2,1,"Messejana, Fortaleza","Apartamento com 3 quartos, 73 m² de área, com 1 ou 2 vagas (consultar corretor) varanda estendida, andar alto, super ventilado, co área de lazer completa, no condomínio San Gabriel..."
450000,109,3,3,2,"Cocó, Fortaleza","Apartamento no Cocó, próximo ao Riomar, 108,90m², 3 dormitórios sendo 1 suite, ampla sala, DCE, 2 vagas paralelas, perto de todas as comodidades modernas, aceita financiamento. Lig..."
650000,90,3,2,2,"Rua Cláudio Manuel Dias Leite, Guararapes",Apartamento 3 quarto(s) - Guararapes
550000,177,3,4,2,"Rua Barbosa de Freitas, Meireles","Apartamento, MEIRELES, viz. Shopping Del Paseo-177m².-3 suítes, sala, varanda, estar íntimo, gabinete, lavabo, cozinha, despensa, área de serviço e dependência completa..."
110000,70,3,2,1,"Rua Cidade Ecológica, Edson Queiroz","O apartamento no bairro Edson Queiroz, 70 m² , transporte na porta, fácil acesso a W. Soares, próximo a faculdades, Colégios Shoppings com 3 quartos e wc social , sala para 2 ambie..."
768710,81,3,2,2,"Rua João Cordeiro, Aldeota","APARTAMENTO NOVO, PARA VOCÊQUE QUER VIVER BEM! REF: 9934 Apartamento de 80,60 m², 3quartos, sendo 01, varanda, sala de janta/estar, cozinha americana, á..."
550000,126,3,4,2,"Rua Monsenhor Catão, Aldeota","Excelente apartamento á venda na Aldeota, no Edifício Lausanne, totalmente reformado, lindamente projetado, com 3 suítes, 2 vagas, com 126m² de área privativa.Caracteristicas d..."
120000,84,3,2,1,"Rua Tibúrcio Pereira, Cajazeiras","Apartamento a venda muito bem localizado e todo reformado e projetado, com 3 quartos, 2 banheiros, sala com 2 ambientes, cozinha e área de serviço. -"
350000,100,3,2,1,"Rua Pereira de Miranda, Papicu","Vendo apartamento no Papicu, próximo ao Rio mar Shopping, com 101 m², 03 quartos sendo 01 suíte, sala, wc social, varanda, cozinha, área de serviço, dependência de empregada, 01 va..."
299999,103,4,3,1,"Rua Barbosa de Freitas, Dionísio Torres","Edifício Cristal III - R. Barbosa de Freitas, 1824 - Aldeota- 3 quartos + DCE- 3 banheiros- 1 vaga- Elevador- Aceita FinanciamentoAgende sua visita..."
450000,120,3,3,1,"Papicu, Fortaleza","Excelente apartamento com projeto elétrico e hidráulico novos.Piso laminado, fôrro com iluminação ambiente, paredes em cimento queimado.Excelente localização ao lado do sho..."
900000,138,3,5,3,"Rua Cineasta Euselio Oliveira, Papicu","Localizado ao lado do RioMar Fortaleza, o Broadway Central Park , Torre 3, possui apartamentos de 3 quartos (suítes), de 138m², varanda e 3 vagas de garagem.Diferenciais"
200000,57,3,2,1,"Avenida Benjamim Brasil, Maraponga","Apartamento com localização privilegiada no Bairro Maraponga.Localizado na própria avenida Benjamin brasil, Fácil acesso, ônibus na Porta.Composto por 3 Quartos (Sendo 02 S..."
609210,70,2,3,2,"Guararapes, Fortaleza","Morar em um parque dentro de um parque. Este é conceito informal do Lafitte Condomínio Parque, um empreendimento projetado para ser uma extensão dos espaços amplos do Cocó. Lazer e..."
240000,67,3,2,1,"Maraponga, Fortaleza","Apartamento 67m², 3 quartos, 1 vaga no melhor do Maraponga3 quartos (1 suíte)1 wc social1 vagaCozinhaSala de Estar/Jantar;Área de serviço;Sacada/Var..."
420000,75,3,3,2,"Aldeota, Fortaleza",- 3 quartos- 3 banheiros- 2 vagas- Aceita FinanciamentoAgende sua visita com um de nossos consultores!Atendimento no número (85)99208.7334 :Ligações...
420000,75,3,3,2,"Aldeota, Fortaleza",- 3 quartos- 3 banheiros- 2 vagas- Aceita FinanciamentoAgende sua visita com um de nossos consultores!Atendimento no número (85)99208.7334 :Ligações...
420000,75,3,3,2,"Aldeota, Fortaleza",- 3 quartos- 3 banheiros- 2 vagas- Aceita FinanciamentoAgende sua visita com um de nossos consultores!Atendimento no número (85)99208.7334 :Ligações...
420000,75,3,3,2,"Aldeota, Fortaleza",- 3 quartos- 3 banheiros- 2 vagas- Aceita FinanciamentoAgende sua visita com um de nossos consultores!Atendimento no número (85)99208.7334 :Ligações...
420000,75,3,3,2,"Aldeota, Fortaleza",- 3 quartos- 3 banheiros- 2 vagas- Aceita FinanciamentoAgende sua visita com um de nossos consultores!Atendimento no número (85)99208.7334 :Ligações...
420000,75,3,3,2,"Aldeota, Fortaleza",- 3 quartos- 3 banheiros- 2 vagas- Aceita FinanciamentoAgende sua visita com um de nossos consultores!Atendimento no número (85)99208.7334 :Ligações...
420000,75,3,3,2,"Aldeota, Fortaleza",- 3 quartos- 3 banheiros- 2 vagas- Aceita FinanciamentoAgende sua visita com um de nossos consultores!Atendimento no número (85)99208.7334 :Ligações...
420000,75,3,3,2,"Aldeota, Fortaleza",- 3 quartos- 3 banheiros- 2 vagas- Aceita FinanciamentoAgende sua visita com um de nossos consultores!Atendimento no número (85)99208.7334 :Ligações...
730000,117,3,4,,"Rua Silva Paulet, Aldeota","Apartamento nascente total, telado e com cortinas, móveis fixos em todo o apartamento, 2 suítes (uma com closet), 1 quarto, 1 banheiro/lavabo, sala com ar-condicionado, ampla cozin..."
255000,65,3,2,2,"Messejana, Fortaleza","Apartamento no complexo Aquaviva, condominio San Gabriel em Messejana, com 65m ² de área construída, 3 quartos sendo 1 suite, 2 vagas, projetado, coluna mais ventilada do empreendi..."
539000,81,3,3,2,"Avenida Coronel José Philomeno Gomes, Engenheiro Luciano Cavalcante",CÓDIGO: (EXR) TR53834============================TRIUNFO IMÓVEIS - FORTALEZASomos correspondentes de todos os bancos.Aprovamos seu crédito em até 48h.
549999,65,2,3,2,"Rua Monsenhor Bruno, Aldeota","Blue Residence - R. Monsenhor Bruno, 940 - Meireles- 2 suítes- 3 banheiros- 1 ou 2 vagas- Lazer Completo- Elevador- Aceita FinanciamentoAgende s..."
529000,77,3,3,2,"Aldeota, Fortaleza","Excelente apartamento na Aldeota com área privativa de 77 m², 03 suítes, lavabo, varanda, móveis fixos, área de serviço, 02 vagas de garagem. Completa e ampla área de lazer. -"
480001,114,3,3,2,"Rua Silva Paulet, Aldeota","Apartamento 03 dormitórios, 02 suítes na melhor localização da cidade!São 114 m para seu conforto e comodidade . Uma planta fantástica com 3 dormitórios amplos e arejados, suít..."
370000,64,3,2,2,"Rua Soares Bulcão, Sao Gerardo","Apartamento residencial no condomínio Ricco Bezerra de Menezes, localizado ao lado do Pão de Açúcar com 3 quartos, sendo 2 suítes, cozinha, sala de estar e jantar, varanda, com áre..."
410000,70,2,3,2,"Rua Consuelo Freire, Parque Iracema","Ótimo apartamento à venda no bairro Parque Iracema fica próximo da Av. Frei Cirilo e Oliveira Paiva, restaurantes, cafés, supermercados e a 13min. do Shopping Via Sul.Os 70m² s..."
700000,236,3,4,6,"Rua Tibúrcio Cavalcanti, Meireles","Excelente apartamento próximo à av Padre Antônio Tomás, Aldeota, com 236m², 03 suítes, sala ampla, varanda, gabinete, cozinha, área de serviço, dce, 06 vagas de garagem."
600000,126,3,3,2,"Rua Professor Francisco Gonçalves, Cocó","Excelente apto localizado no Cocó, com uma área construída de 126m² , ampla sala com 02 ambientes, 03 quartos sendo 03 suítes com armários , suíte de casal com closet, varandas, 02..."
270000,62,3,2,2,"Avenida Augusto dos Anjos, Parangaba",TRIUNFO IMÓVEIS – FORTALEZASomos especialistas em Médio e Alto Padrão = = = = = = = = = = = = = = = = = = = =TRABALHAMOS COM TODAS AS CONSTRUTORAS!!= = = = = = = =...
348000,73,3,2,2,"Cocó, Fortaleza","Apartamento de Área Privativa: 73,15 m² - 75,14 m² - 75,45 m².; NOVO- Sala Estar/jantar;- 2 quartos, sendo 1 com opção de Home Office e 1 com uma confortável suíte;..."
125000,59,2,2,1,"Rua Renato Braga, Vicente Pinzon","Otimo apartamento compacto funcional, localizado no melhor trecho da praia, proximo da Av Dioguinho, a hotéis pousadas clubes, alem de bem servido de paradas de onibus e escolas. -"
350000,122,2,2,1,"Cocó, Fortaleza","Mega Imóveis Prime vende apartamento no Cocó com 02 quartos sendo 01 suíte, elevador, localização privilegiada, próximo a supermercados, padarias, escolas e bancos. -"
220000,63,3,2,1,"Rua Joaquim Jerônimo, Mondubim","Apartamento 3 quartos, a cinco minutos do Maraponga Mart Moda.- sala de estar e jantar- 1 suíte- cozinha- área de serviço- banheiro socialCondomínio:- guarita elevada com célula de..."
155000,60,2,2,1,"Avenida Professor José Arthur de Carvalho, Lagoa Redonda","CASA EM CONDOMÍNIO À VENDA BAIRRO LAGOA REDONDA - COD: 9613Excelente casa disponível à venda no bairro Lagoa Redonda, na Av. José Artur de Carvalho, próximo à Naturágua. "
210000,69,3,2,2,"Rua Tomás Ildefonso, Cambeba","Apartamento no CAMBEBA!!!- 69m²- Nascente- Desocupado- Varanda, ampla sala 2 ambientes, 3 quartos (sendo 1 suíte) com armários, cozinha com armários e área de s..."
690000,77,3,3,2,"Cocó, Fortaleza","Apartamento totalmente nascente com vista espetacular, andar médio, 77m², 3 qtos sendo 1 ste, sala, apto Projetado, ampla varanda, ótimo acabamento. Destaque p/ área de lazer c/ pi..."
250000,56,3,2,2,"Rua Ministro Abner de Vasconcelos, JOSE DE ALENCAR","NEGÓCIO E OPORTUNIDADE,apartamento próximo ao motel BALI DA W.Soares. Imóvel com 3 quartos sendo 1 suíte,2 banheiros,varanda,todo mobiliado,2 vagas. Imóvel super ventilado,5 andar...."
680000,75,3,3,2,"Rua Frei Mansueto, Meireles","Vendo apartamento projetado, vista mar de Fortaleza, com 73,14 m², 3 quartos com 2 suítes, gabinete, sala, varanda, 2 vagas de garagem! Área de lazer completa, com piscina, churras..."
550000,87,2,3,2,"Rua Marcos Macêdo, Aldeota","Lindo Apartamento no Ed. vila do Sol da Construtora FIBRA com 87,00m2, andar alto, 100% nascente, 2 suítes com closed, sala, varanda estendida, cozinha americana, 2 vagas de garage..."
475000,124,3,3,2,"Rua João Cordeiro, Praia de Iracema","Apartamento na Praia de Iracema, com 124m², 03 quartos sendo 02 suítes, closet, wc social, despensa, dependência completa de empregada, 02 vagas de garagem.Área de lazer com salão..."
360000,90,3,2,1,"José Bonifácio, Fortaleza","Apartamento de 90m², com 03 quartos, sendo 01 suíte, sala em L, área de serviço, nascente e 1 vaga de garagem no subsolo. -"
750000,150,3,4,2,"Rua Joaquim Nabuco, Meireles","Edifício Tour D´argent, à duas quadras da Beira-mar, Meireles, excelente apartamento, andar alto, com 03 suítes, varanda, wc social, dce, 02 vagas de garagem, próximo à padarias, b..."
309000,68,3,3,2,"Papicu, Fortaleza","ED. MARAMBAIAPapicu, FortalezaANDAR ALTO2 suítes (closet ampliado);68,25m², sala, varanda e cozinha americana;Móveis fixos;Excelente área de lazer;<..."
315000,68,3,3,2,"Papicu, Fortaleza",68 metros3 quartosSendo 1 suíte plena e 1 reversível3 banheirosSala em LCozinhaÁrea de serviço100% nascente2 vagas500 metros do RioMar
274999,56,2,2,1,"Rua Pereira de Miranda, Papicu","Helbor Parque Clube Fortaleza - R. Pereira de Miranda, 575 - Papicu- 2 quartos sendo 1 suíte- 2 banheiros- 1 vaga- Lazer Completo- Elevador- Aceita Fina..."
654000,100,3,3,2,"Rua Ministro Abner de Vasconcelos, JOSE DE ALENCAR","Uma grande oportunidade para você morar na melhor localização do Sapiranga, além das melhores vantagens e condições para você comprar seu imóvel hoje mesmo e viver as melhores expe..."
495000,140,3,4,3,"Rua Israel Bezerra, Cocó","Próximo ao Parque do Cocó, do Iguatemi e Supermercado Frangolândia da Eng Santana Júnior, colégio 7 de Setembro Excelente apartamento nascente, com vista permanente para o Cocó. Sã..."
550000,130,3,3,2,"Avenida Washington Soares, Guararapes","Lindo Apartamento com 130m2 de Área, 3 Quartos, sendo 2 suítes + 1 Quarto, Banheiro Social, Dependência de Empregada, todo reformado, Porcelanato, 100% Projetado, Simplesmente Perf..."
530000,128,3,4,2,"Rua Monsenhor Catão, Aldeota",Apartamento em andar alto com mobília fixa.Já imaginou ter 130 m para você e sua família?O apartamento no Ed. San Francisco tem uma bela vista da cidade!Conheça ainda h...
350000,70,2,2,1,"Meireles, Fortaleza","Apartamento no Meireles no Edifício Village Sabóia, com 70 m² de área construída, 2 suítes, 1 vaga de garagem, sala para 2 ambientes, cozinha americana e elevador no condomínio."
649000,103,3,4,2,"Parque Iracema, Fortaleza","ConceitoUm lugar para quem é feliz por natureza.Ficha Técnica: Incorporação e Construção: Marquise Incorporações Endereço do Empreendimento: Rua Leão Veloso, 667 - Cambeba - Fortal..."
479999,145,4,4,2,"Rua Vicente Linhares, Dionísio Torres","Condomínio Patrícia - R. Vicente Linhares, 1001 - Aldeota- 3 quartos + DCE- 4 banheiros- 2 vagas- Elevador- Aceita FinanciamentoAgende sua visita co..."
430000,70,3,2,2,"Dionísio Torres, Fortaleza","Apartamento todo reformado com piso em porcelanato, bancadas em mármore e iluminação projetada, e decorado com armários novos e modernos sob medida de muito bom gosto, prédio conse..."
319000,55,2,2,2,"Papicu, Fortaleza","O Brooklyn Central Park é um empreendimento moderno, que conta com estrutura de lazer completa para você e sua família. O empreendimento faz parte do Evolution Central Park e fica..."
740000,147,3,5,3,"Rua Paula Ney, Aldeota","Com localização privilegiada, próximo à grandes avenidas, como Santos Dumont, Senador Virgílio Távora e Padre Antonio Tomas, este apartamento é perfeito para você que quer morar pe..."
350000,112,3,3,2,"Papicu, Fortaleza","112,27 M², 3 SUÍTES, 2 VAGAS. -"
620000,91,3,3,2,"Rua Maria Odalea Pires da Silva, Cidade dos Funcionários","Condomínio Soho - R. Maria Odaléa Pires da Silva, 90 - Edson Queiroz, Fortaleza- 3 suítes - 3 banheiros- 2 vagas- Lazer Completo- Elevador- Aceita Finan..."
449000,62,2,2,2,"Rua Barbosa de Freitas, Meireles","Vila Siena - Meireles.63,00m, 2 quartos sendo uma suíte, área de serviço, varanda, andar alto, nascente, 2 vagas soltas, excelente localização à 50 metros da Av. Dom Luis,..."
369999,70,3,2,2,"Rua Evaristo da Veiga, Parque Iracema","Las Palmas Health & Residence Club - R. Evaristo da Veiga, 73 - Parque Iracema- 3 quartos sendo 2 suítes- 2 banheiros- 2 vagas- Lazer Completo- Elevador..."
270000,116,3,1,2,"Rua Luciano Magalhães, Fátima","Apartamento, FÁTIMA, px. Igreja de Fátima!-116m².-3 dormitórios, sendo 1 suíte, sala, wc social, copa cozinha, área de serviço e dependência completa de empregada.-..."
420000,110,3,1,2,"Avenida Aguanambi, Fátima",-Projetado e decorado-2 vagas-Vista definitiva-Andar alto -
690000,125,3,5,3,"Rua Doutor José Lourenço, Joaquim Tavora","Apartamento projetado, 3 quartos, a uma quadra das Avenidas Pontes Vieira e Barão de Studart.- 3 suítes (a principal com closet e varanda)- sala ampla em L- varanda com espetacular..."
299000,68,3,3,2,"Rua Pereira de Miranda, Papicu","Venha morar ao lado do shopping RioMar Fortaleza. Móveis Projetados Sala Varanda Cozinha WC Serviço 02 suites (sendo 01 reversível) Closet (Pode virar um quarto) Condomínio R$ 580,..."
235000,55,2,2,2,"Rua das Olimpíadas, Parque Dois Irmãos","Lindo apartamento no Condomínio Villa Torino,55 metros quadrados , andar alto,2 quartos sendo 1 suite e 2 banheiros(boxe nos banheiros),sala dois ambientes,varanda,cozinha,área de..."
350000,53,2,3,2,"Rua Barão de Aracati, Joaquim Tavora","Excelente apartamento 100% nascente, Joaquim Távora, próximo ao supermercado G Barbosa, padarias, farmácias e serviços em geral, com 53m², 02 quartos sendo 01 suíte, sala estar e j..."
330000,112,3,3,2,"Rua Carlos Barbosa, Papicu","Apartamento no Papicu, 3 Quartos, 1 Suíte, 3 Banheiros, DCE, 2 Vagas, ConfiraMORE NO MELHOR DO PAPICUApartamento no Papicu com 03 Quartos[Apartamento no Papicu..."
360000,95,3,4,2,"Rua Doutor Waldemar de Alcântara, Sapiranga","Com Área de 95,26m²Com 03 Quartos (Sendo 03 Suítes) com Armários - Sala 02 Ambientes - Piso Cerâmica - WC Social - Box Alumínio - Cozinha (convencional) com Armários - Área de..."
650000,183,3,2,2,"Papicu, Fortaleza","Apartamento no Papicu com 183m², 03 suítes, cozinha, sala, 02 vagas, próximo ao Rio Mar. -"
580000,92,3,3,2,"Fátima, Fortaleza","3 quartos, sendo 2 suítes3 banheirosDependencia completa com banheiro2 vagas na garagemÁrea de Lazer Completa!Ligue agora : TIM (Whatsapp) T..."
109000,62,2,1,1,"Rua Padre Pedro de Alencar, Messejana","Excelente apartamento, localizado no melhor da Messejana , com 62 m² de área privativa, 2 quartos, Wc social, lavabo, sala para 2 ambientes, cozinha americana, área de serviço, lav..."
669000,204,3,4,3,"Rua General Tertuliano Potiguara, Aldeota","Sobre o imóvelApartamento com 204 m² próximo a restaurantes, academias, shopping e supermercado na Aldeota - Bairro nobre e charmoso da grande Fortaleza.Localizado apenas a..."
160000,67,2,1,1,"Rua Irmã Bazet, Montese",
